relacionada_ma,classificacao_ambientalismo,id,casa,proposicao,sigla_tipo,numero,ano,ementa,tema,autor,link
Não,NA,136365,senado,PDL 140/2019,PDL,140,2019,"Susta o Decreto nº 9.759, de 11 de Abril de 2019 que “Extingue e estabelece diretrizes, regras e limitações para colegiados da administração pública federal”.",Nao especificado,Randolfe Rodrigues REDE / AP e outros,https://www25.senado.leg.br/web/atividade/materias/-/materia/136365
Não,NA,138305,senado,PDL 144/2019,PDL,144,2019,"Aprova o ato que outorga permissão ao Instituto Federal de Educação, Ciência e Tecnologia do Paraná para executar serviço de radiodifusão sonora em frequência modulada no Município de Paranaguá, Estado do Paraná.",Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/138305
Não,NA,138306,senado,PDL 145/2019,PDL,145,2019,"Aprova o ato que outorga autorização à Associação Comunitária Nativa de Floresta para executar serviço de radiodifusão comunitária no Município de Floresta, Estado do Paraná.",Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/138306
Não,NA,138403,senado,PDL 146/2019,PDL,146,2019,"Aprova o ato que renova a autorização outorgada à Associação Comunitária de Comunicação e Cultura Comunidade em Ação para executar serviço de radiodifusão comunitária no Município de Muzambinho, Estado de Minas Gerais.",Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/138403
Não,NA,138114,senado,PDL 147/2019,PDL,147,2019,"Aprova o ato que outorga autorização à Associação Comunitária de Radiodifusão da Praia dos Ingleses – Acorpi para executar serviço de radiodifusão comunitária no Município de Florianópolis, Estado de Santa Catarina.",Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/138114
Não,NA,140211,senado,PDL 148/2019,PDL,148,2019,"Aprova o ato que outorga autorização à Associação Comunitária de Radiodifusão do Povoado Bela Vista para executar serviço de radiodifusão comunitária no Município de Batalha, Estado do Piauí.",Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/140211
Não,NA,140212,senado,PDL 150/2019,PDL,150,2019,"Aprova o ato que outorga autorização à Associação de Desenvolvimento Comunitário e Cultural do Povoado Três Caminhos - ADCT para executar serviço de radiodifusão comunitária no Município de Barras, Estado do Piauí.",Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/140212
Não,NA,138404,senado,PDL 151/2019,PDL,151,2019,"Aprova o ato que outorga autorização à Associação Comunitária de Comunicação Inovação FM para executar serviço de radiodifusão comunitária no Município de Mirante do Paranapanema, Estado de São Paulo.",Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/138404
Não,NA,141580,senado,PDL 151/2020,PDL,151,2020,"Susta os efeitos do Decreto nº 10.046, de 9 de outubro de 2019, que dispõe sobre a governança no compartilhamento de dados no âmbito da administração pública federal e institui o Cadastro Base do Cidadão e o Comitê Central de Governança de Dados.",Nao especificado,Humberto Costa PT / PE,https://www25.senado.leg.br/web/atividade/materias/-/materia/141580
Não,NA,138439,senado,PDL 152/2019,PDL,152,2019,"Aprova o ato que renova a autorização outorgada à Associação Comunitária de Radiodifusão FM Comunitária de Tracunhaém-PE para executar serviço de radiodifusão comunitária no Município de Tracunhaém, Estado de Pernambuco.",Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/138439
Não,NA,137748,senado,PDL 153/2019,PDL,153,2019,"Aprova o ato que renova a autorização outorgada à Associação Comunitária de Radiodifusão Cidade FM para executar serviço de radiodifusão comunitária no Município de Fortaleza dos Nogueiras, Estado do Maranhão.",Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/137748
Não,NA,138440,senado,PDL 154/2019,PDL,154,2019,"Aprova o ato que renova a autorização outorgada à Associação e Movimento Comunitário Rádio Caruaru FM para executar serviço de radiodifusão comunitária no Município de Caruaru, Estado de Pernambuco.",Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/138440
Não,NA,138307,senado,PDL 155/2019,PDL,155,2019,"Aprova o ato que renova a autorização outorgada à Associação Comunitária de Palmas - PR para executar serviço de radiodifusão comunitária no Município de Palmas, Estado do Paraná.",Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/138307
Não,NA,138751,senado,PDL 157/2019,PDL,157,2019,"Aprova o ato que renova a autorização outorgada à Associação de Comunicação Cultural de Eugenópolis para executar serviço de radiodifusão comunitária no Município de Eugenópolis, Estado de Minas Gerais.",Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/138751
Não,NA,138516,senado,PDL 158/2019,PDL,158,2019,"Aprova o ato que renova a autorização outorgada à Associação Comunitária de Comunicação e Cultura Lasafá para executar serviço de radiodifusão comunitária no Município de Caeté, Estado de Minas Gerais.",Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/138516
Não,NA,141626,senado,PDL 158/2020,PDL,158,2020,"Estabelece a redução temporária do valor do subsídio dos Deputados Federais e Senadores, nos termos do art. 49, inciso VII, da Constituição e dá outras providências.",Nao especificado,Randolfe Rodrigues REDE / AP,https://www25.senado.leg.br/web/atividade/materias/-/materia/141626
Não,NA,140024,senado,PDL 159/2019,PDL,159,2019,"Aprova o ato que renova a autorização outorgada à Associação de Proteção aos Idosos e Adolescentes de Camocim para executar serviço de radiodifusão comunitária no Município de Camocim, Estado do Ceará.",Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/140024
Não,NA,141627,senado,PDL 159/2020,PDL,159,2020,"Susta o Edital nº 25, de 30 de março de 2020, e o Edital nº 27, de 30 de março de 2020, ambos do Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira – INEP/MEC, que estabelecem o cronograma do Exame Nacional do Ensino Médio (Enem) 2020, em suas versões impressa e digital.",Nao especificado,Jean Paul Prates PT / RN e outros,https://www25.senado.leg.br/web/atividade/materias/-/materia/141627
Não,NA,138308,senado,PDL 160/2019,PDL,160,2019,"Aprova o ato que renova a autorização outorgada à Associação Comunitária Ecológica de Rio Camboriú - ACERC para executar serviço de radiodifusão comunitária no Município de Balneário Camboriú, Estado de Santa Catarina.",Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/138308
Não,NA,140213,senado,PDL 161/2019,PDL,161,2019,"Aprova o ato que renova a autorização outorgada à Associação Comunitária para o Desenvolvimento da Educação, Cultura e Desporto de Pereiro para executar serviço de radiodifusão comunitária no Município de Pereiro, Estado do Ceará.",Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/140213
Não,NA,138517,senado,PDL 162/2019,PDL,162,2019,"Aprova o ato que renova a autorização outorgada à Associação Rádio Comunitária Voz da Promissão Mega FM de Divinópolis de Goiás para executar serviço de radiodifusão comunitária no Município de Divinópolis de Goiás, Estado de Goiás.",Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/138517
Não,NA,140214,senado,PDL 163/2019,PDL,163,2019,"Aprova o ato que renova a autorização outorgada à Associação Comunitária Feminina de Montalvânia para executar serviço de radiodifusão comunitária no Município de Montalvânia, Estado de Minas Gerais.",Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/140214
Não,NA,138518,senado,PDL 164/2019,PDL,164,2019,"Aprova o ato que renova a autorização outorgada ao SERVIR - Serviço de Promoção da Criança e do Adolescente para executar serviço de radiodifusão comunitária no Município de Januária, Estado de Minas Gerais.",Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/138518
Não,NA,139189,senado,PDL 165/2019,PDL,165,2019,"Aprova o ato que renova a autorização outorgada à Associação Comunitária de Comunicação e Cultura Portal da Serra para executar serviço de radiodifusão comunitária no Município de Bom Retiro, Estado de Santa Catarina.",Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/139189
Não,NA,139190,senado,PDL 168/2019,PDL,168,2019,"Aprova o ato que outorga permissão à Fundação Universidade Federal de Sergipe para executar serviço de radiodifusão sonora em frequência modulada no Município de Estância, Estado de Sergipe.",Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/139190
Não,NA,137749,senado,PDL 169/2019,PDL,169,2019,"Aprova o ato que outorga permissão ao Instituto Federal de Educação, Ciência e Tecnologia do Ceará - Campus Crateús para executar serviço de radiodifusão sonora em frequência modulada no Município de Crateús, Estado do Ceará.",Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/137749
Não,NA,138519,senado,PDL 170/2019,PDL,170,2019,"Aprova o ato que renova a autorização outorgada à Associação de Amigos e Colaboradores Corguinhenses para executar serviço de radiodifusão comunitária no Município de Corguinho, Estado do Mato Grosso do Sul.",Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/138519
Não,NA,138752,senado,PDL 171/2019,PDL,171,2019,"Aprova o ato que renova a autorização outorgada à Associação Comunitária Solidariedade e Desenvolvimento de Arcos para executar serviço de radiodifusão comunitária no Município de Arcos, Estado de Minas Gerais.",Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/138752
Não,NA,138753,senado,PDL 172/2019,PDL,172,2019,"Aprova o ato que renova a autorização outorgada à Associação Porto Real para executar serviço de radiodifusão comunitária no Município de Porto Nacional, Estado do Tocantins.",Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/138753
Não,NA,138405,senado,PDL 173/2019,PDL,173,2019,"Aprova o ato que outorga autorização à Associação Comunitária Cultural e Artística de Matelândia para executar serviço de radiodifusão comunitária no Município de Matelândia, Estado do Paraná.",Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/138405
Não,NA,138754,senado,PDL 174/2019,PDL,174,2019,"Aprova o ato que outorga autorização à Associação Comunitária Luz para executar serviço de radiodifusão comunitária no Município de Boa Esperança, Estado de Minas Gerais.",Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/138754
Não,NA,137750,senado,PDL 175/2019,PDL,175,2019,"Aprova o ato que renova a autorização outorgada à Associação Comunitária Amigos de Paulo de Faria para executar serviço de radiodifusão comunitária no Município de Paulo de Faria, Estado de São Paulo.",Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/137750
Não,NA,141732,senado,PDL 175/2020,PDL,175,2020,"Susta a Instrução Normativa nº 28, de 25 de março de 2020, da Secretaria de Gestão e Desempenho de Pessoal da Secretaria Especial de Desburocratização, Gestão e Governo Digital do Ministério da Economia, que estabelece orientações aos órgãos e entidades do Sistema de Pessoal Civil da Administração Pública Federal - SIPEC, quanto à autorização para o serviço extraordinário, à concessão do auxílio-transporte, do adicional noturno e dos adicionais ocupacionais aos servidores e empregados públicos que executam suas atividades remotamente ou que estejam afastados de suas atividades presenciais, nos termos da Instrução Normativa nº 19, de 12 de março de 2020, e dá outras providências.",Nao especificado,Jean Paul Prates PT / RN e outros,https://www25.senado.leg.br/web/atividade/materias/-/materia/141732
Não,NA,138520,senado,PDL 176/2019,PDL,176,2019,"Aprova o ato que renova a autorização outorgada à Associação Comunitária Centro Norte de Radiodifusão para executar serviço de radiodifusão comunitária no Município de Colíder, Estado do Mato Grosso.",Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/138520
Não,NA,138406,senado,PDL 177/2019,PDL,177,2019,"Aprova o ato que renova a autorização outorgada à Associação Comunitária de Desenvolvimento Cultural e Artístico de Rio Bonito do Iguaçu - ACCARBI para executar serviço de radiodifusão comunitária no Município de Rio Bonito do Iguaçu, Estado do Paraná.",Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/138406
Não,NA,138407,senado,PDL 178/2019,PDL,178,2019,"Aprova o ato que renova a autorização outorgada à Academia Cultural de Santa Helena - ACULT para executar serviço de radiodifusão comunitária no Município de Santa Helena, Estado do Paraná.",Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/138407
Não,NA,137751,senado,PDL 179/2019,PDL,179,2019,"Aprova o ato que renova a autorização outorgada à Associação Comunitária da Comunicação de Nova Granada para executar serviço de radiodifusão comunitária no Município de Nova Granada, Estado de São Paulo.",Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/137751
